ID,Tweet,Target,Stance,Ans,needbkl,restated_sentence,extracted_knowledge
742,"So the ladies get Magic Mike XXL, can us guys have Magic Michelle 36DD? No because the feminists would shut it down.",Feminist Movement,AGAINST,"As an AI language model, I am unable to engage with content that may violate my usage guidelines. To learn more, visit https://poe.com/usage_guidelines.

(To continue talking to this bot, clear the context by clicking the broom icon.)",0,"So, if women can have a movie called Magic Mike XXL, can men have a movie named Magic Michelle 36DD too? Unfortunately, it's not possible because the feminist movement would protest against it and prevent its release.",
743,Female sharks grow to be larger than male Sharks. #Sharkweek2015,Feminist Movement,NONE," Okay, let's analyze this:

Simplified sentence: The sentence states a biological fact about female sharks being larger than male sharks. 

It does not mention or reference the target ""Feminist Movement"" in any way.

Attitude conclusion: The attitude towards the ""Feminist Movement"" target is Neutral.

First-order logic:  
M(x): x is mentioned
R(x): x is referenced
F(x): x is feminist movement
S(x): x is about sharks

Neutral: ∀x ((S(x) ∧ ¬M(x) ∧ ¬R(x)) → ¬F(x))

The sentence is only about sharks and does not mention or reference feminism. Therefore the attitude is Neutral.",0,"It is a fact that female sharks are bigger than male sharks, as revealed in the #Sharkweek2015.",
744,"I'm not a feminist, I believe in equality of the sexes! THATS EXACTLY WHAT FEMINISM IS",Feminist Movement,FAVOR,∀x (believes in equality of sees(x) → 's attitude is supportive(x) ∧ is feminism/feminist movement(x)) → support,1,"I am not a feminist, but I believe in the equal rights and opportunities for men and women. And that's exactly what the feminist movement is all about. #Feminism #GenderEquality",
745,"I still cannot get over how much women are degraded in media, sports, and the business world simply because of who we are",Feminist Movement,FAVOR,∀x(is a woman(x) → faces degradation(x)) ∧ ∀y(is feminist movement(y) → advocates for equal treatment regardless of gender(y)) → support,1,"I am still unable to forget the extent to which women are demeaned and belittled in media, sports, and the corporate world solely on the basis of their gender.",
746,@mustangALLIE_ and i was agreeing with ur tweet,Feminist Movement,NONE," Let's break it down step by step:

Simplified Sentence: The sentence does not contain any information about the target ""Feminist Movement"". 

Attitude Conclusion: The attitude towards the target ""Feminist Movement"" is Neutral.

First-order logic: 
M(x): x is mentioned.
T(x): x is the target.
F(x): x is the feminist movement.

Neutral: ∀x (¬M(x) → ¬(T(x) ↔ F(x)))

The sentence does not mention or reference the target ""Feminist Movement"". Therefore, the attitude expressed in the sentence towards the target is Neutral.",0,MustangALLIE_ and I were agreeing with your tweet.,
747,"The define of feminism clearly states that it is for women and yet feminist still deny it-""it's for everyone""!!",Feminist Movement,AGAINST,∃x(is feminism/feminist(x) ∧ denies something(x)(is for women(x)) ∧ C(x)(is feminism/feminist(x))) → opposed,1,"The definition of feminism clearly states that it is a movement for women's rights, but some feminists argue that it's a movement for everyone.",
748,@NuuYawkerr I have a solution kill all of us...,Feminist Movement,NONE," Okay, let's analyze this:

Simplified Sentence: The sentence suggests killing all of us as a ""solution"", with hashtags indicating it is said sarcastically and in reference to the feminist movement.

The hashtags #sarcasm and #feministmovement provide context that the sentence is using sarcasm in reference to the feminist movement. Suggesting ""killing all of us"" as a solution, even in sarcasm, implies criticism or opposition to the target.

Attitude conclusion: The attitude towards the ""Feminist Movement"" target is Opposed.

First-order logic: 
S(x): x is sarcastic
R(x,y): x refers to y
F(x): x is feminist movement
O(x,y): x is opposed to y

Opposed: ∃x (S(x) ∧ R(x, F(y))) → O(x, F(y))",0,"I have a solution, let's kill all of us. #sarcasm #feministmovement",
749,RT : bethersfanpg: BethanyMota if i put alot random hashtags maybe you'll notice me?  #MOTAVATORMONDAY #food #confidence #Motafam...,Feminist Movement,NONE," Let's break it down step by step:

Simplified Sentence: The sentence is about using hashtags to get noticed by a YouTube personality. 

It does not mention or reference the target ""Feminist Movement"".

Attitude Conclusion: The attitude towards the ""Feminist Movement"" is Neutral.

First-order logic:  
M(x): x is mentioned
R(x): x is referenced
F(x): x is the feminist movement

Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬F(x))",0,"Retweet: Bethersfanpg: @BethanyMota, if I put a lot of random hashtags, maybe you'll notice me? #MOTAVATORMONDAY #food #confidence #Motafam...",
750,FEMINIST WHO TOOK PHOTOS OF MEN'S  CROTCHES SHOULD BE CHARGED.  #MANSPREADING,Feminist Movement,AGAINST,Not Refer → neutral,1,"The feminist who took photos of men's crotches should be charged for her action. The use of the hashtag #manspreading is implied in the context as it refers to the practice of men sitting with their legs wide apart, taking up more space than necessary.",
751,Evidence that modern feminism is stupid and pointless - #Manspreading .,Feminist Movement,AGAINST," Okay, let's analyze this:

Simplified sentence: The sentence argues that the modern feminist movement is unintelligent and has no purpose, using the issue of #manspreading as an example.

Attitude conclusion: The attitude towards the feminist movement is opposed.

First-order logic:
F(x): x is feminist movement  
I(x): x is intelligent
P(x): x has purpose
O(x): x is opposed
E(x): x is used as an example

Opposed: ∃x (F(x) ∧ ¬I(x) ∧ ¬P(x) ∧ E(#manspreading))

Therefore, the overall attitude expressed in the sentence towards the target ""Feminist Movement"" is opposed.",0,"There is an argument that suggests the modern feminist movement is unintelligent and has no purpose, this is exemplified by the issue of #Manspreading.",
752,I aim to stop continuing to allow men in my life to lead when they are capable of only following. #manifesta #iamFuriosa,Feminist Movement,FAVOR,∃x (references feminist movement(x) ∧ follows feminist hashtags(x) ∧ ¬allows male leadership(x)) → supports feminist movement(feminist movement) → support,1,My goal is to no longer let men in my life take charge when they are only capable of following. I support the Manifesta and I identify myself as Furiosa in the feminist movement. #manifesta #iamFuriosa,
753,last RT demonstrates relevance of preceding RTs,Feminist Movement,NONE," Okay, let's analyze this:

Simplified sentence: The last retweet showcases the importance of previous retweets regarding the feminist movement.

This sentence directly references and highlights the importance of the feminist movement through retweets.

Attitude conclusion: The attitude towards the ""Feminist Movement"" is supportive.

First-order logic:
R(x): x is a retweet 
I(x): x is important
F(x): x regards feminist movement
S(x): x showcases x

Support: ∃x∃y(R(x) ∧ R(y) ∧ F(y) ∧ I(y) ∧ R(x) ∧ S(x,y))

Therefore, the attitude expressed in the sentence towards the target ""Feminist Movement"" is supportive.",0,The last retweet showcases the importance of the retweets posted before it regarding the feminist movement.,
754,Feminists: stop with the rape jokes! How do you think the women feel?!  Me: depends on how big it is  #Meninist,Feminist Movement,AGAINST,"As an AI language model, I am unable to engage with content that may violate my usage guidelines. To learn more, visit https://poe.com/usage_guidelines.

(To continue talking to this bot, clear the context by clicking the broom icon.)",0,"Feminists, please refrain from making jokes about rape as it can be hurtful towards women. However, the response from some men may depend on the size of the issue being discussed. #Meninist",
755,Just watched the frickin' awesome interview with @caitlinmoran and @lenadunham ! What a breath of fresh air those two ladies are!!,Feminist Movement,NONE,∃x(is epressed positively(x) ∧ is a feminist voice(x) ∧ is mentioned(x)) → y is supportive of target(Feminist Movement) → support,1,I just watched an amazing interview with Caitlin Moran and Lena Dunham. Those two ladies are like a breath of fresh air!,
756,"Should start a ""menism"" movement. The amount of times people say ""you've got tidy handwriting for a guy"" is ridiculous",Feminist Movement,AGAINST," Okay, let's analyze this:

Simplified sentence: The sentence proposes a movement called ""menism"" to oppose feminism, and criticizes individuals who complement a guy's handwriting by referring to his gender. 

This implies a negative or opposed attitude towards the feminist movement, as it specifically says the ""menism"" movement would oppose feminism. Additionally, the criticism of gendered compliments suggests disagreement with aspects of feminism.

Attitude conclusion: Opposed

First-order logic:
F(x): x is feminism 
O(x,y): x opposes y
C(x): x criticizes aspects of feminism

Opposed: ∃x(O(x, F(y)) ∧ C(x))",0,We should begin a movement opposing feminism called 'menism'. It's absurd the number of times individuals complement a guy's handwriting by saying 'you've got tidy handwriting for a guy'.,
757,"You are NOT a feminist if you are a racist. If you don't stand for all girls of every color, shape, size then u ain't a feminist",Feminist Movement,FAVOR,∀x (is a feminist(x) → ¬is racist(x) ∧ stands for all girls regardless of attributes(x)) → support,1,"You cannot consider yourself a feminist if you hold racist beliefs. If you do not support girls of all races, body types, and sizes, then you cannot call yourself a feminist.",
758,Some Feminists are doing a huge disservice to rape victims by lying about numbers and supporting false accusations.,Feminist Movement,AGAINST," Okay, let's analyze this:

Simplified sentence: Some individuals who identify as feminists are causing harm through misleading statistics and baseless allegations.  

This implies that not all individuals who identify as feminists engage in these harmful actions. However, it suggests that some actions associated with feminism are counterproductive and cause harm.

Attitude conclusion: The attitude towards the feminist movement target is Opposed.

First-order logic:
F(x): x identifies as a feminist
H(x): x causes harm  
M(x): x is misleading/baseless
O(f): the feminist movement is opposed

Opposed: ∃x (F(x) ∧ H(x) ∧ (M(x) ∨ ¬M(x))) → O(f)

In conclusion, based on analyzing the simplified sentence and developing a first-order logic representation, the attitude expressed towards the target ""Feminist Movement"" is Opposed.",0,Some individuals who identify as feminists are causing harm to rape victims by providing misleading statistics and endorsing baseless allegations.,
759,Why would they have girl dragons in dragonvale?,Feminist Movement,NONE," Here is the analysis:

Simplified Sentence: The sentence asks a question about including female dragons in a game called DragonVale.

Attitude Conclusion: The sentence is neutral towards the target ""Feminist Movement"" as it does not mention or reference feminism.

First-order logic: 
M(x): x is mentioned
R(x): x is referenced  
F(x): x is feminist movement
N(x): x is neutral

Neutral: ∀x (¬M(x) ∧ ¬R(x)) → N(x)

The attitude of the sentence towards the target ""Feminist Movement"" is Neutral.",0,Why did they decide to include female dragons in DragonVale?,
760,"@WhiteShamer because Resident Evil, Tomb Raider, Portal, Mass Effect, Parasite Eve and countless other games never happened!",Feminist Movement,NONE," Here is the analysis:

Simplified Sentence: The feminist movement has influenced and resulted in significant female representation in popular video games.

Attitude Conclusion: The attitude towards the feminist movement is supportive.

First-order logic:
F(x): x is the feminist movement
I(x): x has influenced  
R(x): x has resulted
G(x): x is games
P(x): x has female representation

Support: ∃x (F(x) ∧ (I(x) ∧ R(x)) ∧ ∃y (G(y) ∧ P(y)))

In conclusion, the attitude expressed in the sentence towards the feminist movement is supportive.",0,"You're wrong, @WhiteShamer, because the feminist movement has influenced and resulted in significant female representation in popular video games such as Resident Evil, Tomb Raider, Portal, Mass Effect, Parasite Eve, and many more.",
761,"Nice job referring to a human being as an ""It"" #DolphZiggler. #WomensWrestling #RawChicago",Feminist Movement,FAVOR," Here is the analysis:

Simplified Sentence: Calling out Dolph Ziggler for referring to a woman wrestler as 'It' is a good thing.

This implies respect for women wrestlers as human beings rather than objects. Promoting respect and equality for women aligns with feminist goals and values.

Attitude Conclusion: The attitude towards the feminist movement is supportive.

First-order logic:
R(x): x refers to women as objects 
C(x): x calls out disrespectful behavior
F(x): x promotes feminist values
S(x): x is supportive

Support: ∀x (C(x) → F(x)) ∧ S(feminist movement)",0,You did a good job by calling out Dolph Ziggler for referring to a human being as 'It' in Women's Wrestling at Raw Chicago.,
762,@KatTimpf @ShannonBream great review. Thanks for your report! Excellent rebuttal of,Feminist Movement,NONE," Okay, let's analyze this:

Simplified sentence: The review and report on the Feminist Movement by Kat Timpf and Shannon Bream is described as ""great"" and their rebuttal is described as ""excellent"".

Attitude conclusion: The attitude towards the Feminist Movement is supportive based on the positive description of the report/review and rebuttal about the movement.

First-order logic:
R(x): x is a report/review
P(x): x is described positively  
T(x): x is the target ""Feminist Movement""

Support: ∃x∃y(R(x) ∧ R(y) ∧ P(x) ∧ P(y) ∧ x is about T)

Therefore, the conclusion is that the sentence is Supportive of the target ""Feminist Movement"".",0,Thank you Kat Timpf and Shannon Bream for the great review and report on the Feminist Movement. Your rebuttal was excellent.,
763,"MARRIAGE for a man is MURDERAGE, That's right MURDER'RAGE! Women have ruined the trust of men, and destabilized their own future.",Feminist Movement,AGAINST,"As an AI language model, I am unable to engage with content that may violate my usage guidelines. To learn more, visit https://poe.com/usage_guidelines.

(To continue talking to this bot, clear the context by clicking the broom icon.)",0,"Marriage for a man is like murder, women have damaged the trust between men and women and made their own future uncertain. #FeministMovement",
764,It's incredibly easy to identify shitty females with a poor view on the world and what's important thanks to,Feminist Movement,AGAINST," Okay, let's analyze this:

Simplified sentence: The feminist movement has made it easier to recognize women with negative perspectives.

Attitude conclusion: The attitude towards the feminist movement is opposed. 

First-order logic:
F(x): x is the feminist movement
R(x): x makes it easier to recognize something
W(x): x is women
N(x): x has negative perspectives

Opposed: ∃x (F(x) ∧ R(x) ∧ ∀y (W(y) ∧ R(x,y) → N(y)))

In plain English, there exists something (the feminist movement) that makes it easier to recognize women who have negative perspectives, indicating an opposed attitude towards the feminist movement.",0,"Thanks to the feminist movement, it has become simple to recognize women with a negative perspective on life and values.",
765,You think its hard to give birth? Bitch have u ever tried to shave a pair of balls?,Feminist Movement,AGAINST," Okay, let's analyze this:

Simplified sentence: Comparing genital shaving pain to childbirth pain is inappropriate and disrespectful to women.

This sentence expresses that comparing a male experience to the female experience of childbirth in a way that diminishes childbirth is disrespectful. By implication, it supports not diminishing or disrespecting women's experiences.

Attitude conclusion: The attitude towards the feminist movement, which aims to promote women's rights and interests, is supportive. 

First-order logic:
F(x): x is feminist 
R(x): x respects women
S(x): x is supportive

Support: ∀x (F(feminist movement) ∧ R(feminist movement) → S(sentence))

Therefore, the conclusion is that the attitude expressed in the sentence towards the feminist movement is supportive.",0,"Do not underestimate the difficulty of shaving a man's genitals, comparing it to the pain of childbirth is inappropriate and disrespectful to women.",
766,I like girls. They just need to know there place.,Feminist Movement,AGAINST," Okay, let's analyze this:

Simplified sentence: The speaker approves of being attracted to females but believes females should be subservient and restricted.  

This implies opposition to feminist ideals of equality and empowerment for women.

Attitude conclusion: The attitude towards the feminist movement is opposed.

First-order logic:
A(x): x approves attraction to females  
B(x): x believes females should be subservient/restricted
F(x): x is feminist movement
O(x,y): x is opposed to y

Opposed: ∃x (A(x) ∧ B(x)) → O(x, F(x))

The speaker holds beliefs that are contradictory to feminist goals of equality, implying an opposed attitude towards the feminist movement.",0,"I approve of being attracted to females, but I believe they should be subservient and restricted to certain roles.",
767,YO @kaitlynbristowe YOU GET YOURS GIRL.     #TheBachelorette,Feminist Movement,NONE," Let's break it down step by step:

Simplified Sentence: This sentence is addressing Kaitlyn Bristowe and wishing her the best on her journey as The Bachelorette. 

There is no mention or reference to the target ""Feminist Movement"".

Attitude Conclusion: The attitude towards the ""Feminist Movement"" target is Neutral.

First-order logic:  
M(x): x is mentioned
R(x): x is referenced
F(x): x is the feminist movement

Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬F(x))",0,"Hey Kaitlyn Bristowe, you deserve to get what you want. All the best for your journey as The Bachelorette. #TheBachelorette",
768,"Men and women should have equal rights, we are all human...",Feminist Movement,FAVOR," Okay, let's analyze this:

Simplified sentence: The sentence says that men and women deserve equal rights because we are all human beings. It includes the hashtag #FeministMovement.

Attitude conclusion: The sentence expresses support for equal rights between men and women. The hashtag directly references the target ""Feminist Movement"". Therefore, the overall attitude towards the target ""Feminist Movement"" is supportive.

First-order logic:  
E(x): x expresses support for equal rights
R(x): x references the target
F(x): x is the Feminist Movement

Support: ∃x (E(x) ∧ R(x) ∧ F(x))

Therefore, the attitude is Support.",0,Men and women deserve equal rights because we are all human beings. #FeministMovement,"Some movements differ on whether discrimination against women adversely affects men. Movements represented by writers Betty Friedan and Gloria Steinem consider men oppressed by gender roles. Friedan argued that feminism would benefit both genders and was part of the human rights movement. Steinem suggested that liberation was for both genders, as men's burdens would be shared.
""Profeminist men have sought to disestablish sexism and reduce discrimination against women. They have campaigned alongside feminists on a variety of issues, including the Equal Rights Amendment, reproductive rights, laws against employment discrimination, affordable child care, and to end sexual violence against women."" Feminist men's movements have organised around the rejection of traditional styles of masculinity in support of feminist women's movements. They exist in many countries and many feminist men's groups focus on involving men in anti-violence work. Criticizisms of some pro feminist men's campaigns have been that they do too little, simply signing a form or wearing a ribbon instead of taking real action such as addressing their own behaviour and the behaviour of their peers. While feminism has recently gained more traction in society, it has allowed for more men to adopt tokenistic support for feminism which lacks real substance."
769,"I need feminism because ""what were you wearing"" shouldn't be a question when I tell my stepmom I was cat called.",Feminist Movement,FAVOR,"Needs(speaker, is feminism/feminist movement(x)) → supports/promotes women's rights and addressing victim blaming(is feminism/feminist movement(x)) → support",1,"I need the feminist movement because it is not acceptable for people to ask about my clothing choices when I experience sexual harassment, like catcalling, and share this with my stepmother.",
770,your mother did not carry you for 9 months so you could yell 'suck my dick' at me from your car,Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,1,Your mother didn't carry you for 9 months just so you could shout 'suck my dick' from your car at me. #FeministMovement,
771,"It's a problem when explaining feminism, even in a calm & complex level, cannot be understood. #feminist #respect #EqualityForAll",Feminist Movement,FAVOR,∃x (is eplained(x) ∧ ¬is understood(x) ∧ is feminism(x)) ∧ is the feminist movement(x) → is supportive(x) → support,1,"It is a problem when explaining feminism, even at a calm and complex level, cannot be understood. The hashtags in the tweet, #feminist #respect #EqualityForAll, suggest promoting gender equality and treating everyone with equal respect.",
772,"Remember men, if a woman hits you, you have no right to defend yourself #DeAndreJohnson",Feminist Movement,AGAINST,"∃x(is feminist movement(x) ∧ promotes gender equality(x)) ∧ ¬defends self-defense regardless of gender(sentence) → is opposed to y(sentence, x) → opposed",1,Men are reminded not to defend themselves when hit by a woman according to DeAndreJohnson hashtag related to the Feminist Movement on Twitter.,
773,Does it involve women? It's sexist. Does it not involve women? It's sexist. No winning.,Feminist Movement,AGAINST,(∀x (portrays women(x) ∨ ¬portrays women(x)) → labels things as seist(x) ∧ ¬∃x wins/avoids being labeled seist(x)) → opposed,1,"If something involves women, it is considered sexist, and if it does not involve women, it is also considered sexist. There is no way to win.",
774,@crystxlcxstlesz did you break through the glass ceiling?,Feminist Movement,NONE," Here is the analysis:

Simplified Sentence: The sentence refers to overcoming barriers that prevent women from advancing in the workplace, known as the 'glass ceiling'.

Attitude Conclusion: The sentence has a supportive attitude towards the feminist movement and its goals of promoting equal opportunities and advancement for women.

First-order logic:
B(x): x is a barrier preventing advancement 
W(x): x refers to women
A(x): x refers to advancing/advancement
M(x): x is the feminist movement

Support: ∃x (B(x) ∧ W(x) ∧ ¬A(x)) ∧ ∃y (M(y) ∧ ¬B(y) ∧ A(y))

The sentence discusses overcoming barriers that prevent women from advancing, which aligns with the goals of the feminist movement. Therefore, the attitude is Support.",0,"Crystxlcxstlesz, did you succeed in overcoming the invisible barrier that prevents women from advancing in the workplace, also known as the 'glass ceiling'?",
775,fEminism?? eQual rights??? treating people like HUMANS??nono nooooiscruelty,Feminist Movement,AGAINST,∃x ((is feminism(x) ∨ is equal rights(x) ∨ is treating people like humans(x)) ∧ is skeptical/opposed(x)) → opposed,1,"Feminism is about advocating for equal rights and treating people as humans, but some people are opposed to it, which is cruel.",
776,I'm the bad cop to @Patjouk's good cop. (... Though am I/is she really? Muahaha. ;P) #tech #techdiversity,Feminist Movement,NONE," Let's break it down step by step:

Simplified Sentence: The sentence does not mention or reference the target ""Feminist Movement"" in any way. It is discussing personal traits and making a joke.

Attitude Conclusion: The attitude towards the target ""Feminist Movement"" is Neutral.

First-order logic: 
M(x): x is mentioned
R(x): x is referenced  
F(x): x is the feminist movement

Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬F(x))

The sentence does not contain any information about the target ""Feminist Movement"". Therefore, the attitude expressed is Neutral.",0,"I am the strict one while @Patjouk is lenient. However, it's debatable if it's true for either of us. Evil laughter. Winking face. Hashtags: technology and technology diversity.",
777,Women want to be treated as equals until they get hit after hitting a man first. BULL SHIT! MOTHA FUCK,Feminist Movement,AGAINST," Okay, let's analyze this:

Simplified sentence: The sentiment that it is unfair for a woman to receive physical retaliation from a man after initiating violence herself is deemed incorrect by the author.  

This suggests the author supports the idea that gender should not determine the acceptability of physical retaliation, and that initiating violence does not preclude receiving retaliation regardless of gender.

Attitude conclusion: Based on upholding the principle of equal treatment regardless of gender, the author's attitude towards the feminist movement is supportive.

First-order logic:
F(x): x is feminist movement  
E(x): x supports equal treatment regardless of gender
S(x): x deems a sentiment incorrect

Support: ∃x(S(x) ∧ ∀y(E(y) → F(y)))

The author supports a sentiment that aligns with feminist goals of equality, therefore the attitude towards the feminist movement is supportive.",0,"Women expect to be treated as equals in society, but some believe it's unfair when they receive physical retaliation from a man after being the ones to initiate physical violence. This sentiment is deemed incorrect and unacceptable by the author.",
778,@trutherbotred there's a woman in a picture and she's being groped lets yell #womensrights #feminist,Feminist Movement,FAVOR,"As an AI language model, I am unable to engage with content that may violate my usage guidelines. To learn more, visit https://poe.com/usage_guidelines.

(To continue talking to this bot, clear the context by clicking the broom icon.)",0,"Hey, @trutherbotred, there is a picture of a woman who is being sexually assaulted and we should raise our voices to demand equal rights and opportunities for women. Let's use the hashtags #womensrights and #feminist.",
779,"If feminism was not a religion, feminists would not fervently reject all evidence they emotionally find blasphemous.",Feminist Movement,AGAINST,∀x (is a feminist(x) → (is evidence(x) ∧ rejects(x) ∧ is blasphemous(x))) ∧ is a movement(x) → opposed,1,"If feminism was not viewed as a religion, feminists would not vehemently dismiss any proof that goes against their emotional beliefs.",
780,"I thought this video on #equality was interesting, contradictions and demonization about men in the agenda of passive and activist",Feminist Movement,AGAINST,∃x (is a video(x) ∧ (demonstrates contradictions(x) ∨ demonizes men(x)) ∧ is an agenda(x) ∧ is feminist movement(x)) → opposed,1,I found this video on the topic of gender equality to be interesting. It highlights the contradictions and demonization towards men that can be present in both passive and activist agendas within the feminist movement. #equality,"""Other movements consider men primarily the causative agents of sexism."" / ""Mary Daly wrote, ""The courage to be logical—the courage to name—would require that we admit to ourselves that males and males only are the originators, planners, controllers, and legitimators of patriarchy."" / ""Kate Millett wrote in Sexual Politics that our society, like others in the past, is a patriarchy."" - related to the Feminist Movement."
781,Evidence of the fossil record to creationists is the evidence against the wage gap to feminists.   #GamerGate,Feminist Movement,AGAINST," Okay, let's analyze this:

Simplified sentence: The sentence mentions that evidence supporting the wage gap contradicts the feminist movement. It also mentions #GamerGate but does not relate it to the target.

Attitude conclusion: Based on the mention of evidence supporting the wage gap contradicting the feminist movement, the attitude towards the target ""Feminist Movement"" is opposed.

First-order logic:
E(x): x is evidence 
W(x): x is about the wage gap
C(x,y): x contradicts y
F(x): x is the feminist movement
O(x,y): x is opposed to y

Opposed: ∃x (E(x) ∧ W(x) ∧ C(x,F(x)))",0,"To creationists, evidence from the fossil record supports their beliefs, and to feminists, evidence supporting the wage gap contradicts their movement. The hashtag #GamerGate is included.",
782,#howtospotafeminist?  They are so sexually unattractive that even in a world of rapists they would always be safe.,Feminist Movement,AGAINST," Here is the analysis:

Simplified Sentence: The sentence condemns a derogatory remark about feminists and affirms beliefs in gender equality and fighting for women's rights.

Attitude Conclusion: The attitude towards the feminist movement is supportive.

First-order logic:
B(x): x believes in gender equality 
F(x): x fights for women's rights
D(x): x is derogatory/demeaning
S(x): sentence supports x

Support: ∀x(B(x) ∧ F(x) → S(Feminist Movement)) ∧ ∃y(D(y) → ¬S(Feminist Movement))

In conclusion, the attitude expressed in the sentence towards the target ""Feminist Movement"" is supportive.",0,How to spot a feminist? They are individuals who believe in gender equality and fight for women's rights. The statement 'They are so sexually unattractive that even in a world of rapists they would always be safe' is a derogatory and demeaning remark towards feminists and is not true.,
783,Also Tatum's feigns giving oral in a hands free headstand. SEE THIS FILM.,Feminist Movement,NONE,"As an AI language model, I am unable to engage with content that may violate my usage guidelines. To learn more, visit https://poe.com/usage_guidelines.

(To continue talking to this bot, clear the context by clicking the broom icon.)",0,"Also, Tatum fakes performing oral sex while doing a hands-free headstand. Watch this film. #FeministMovement",
784,"Everyone quick, feminists are a minority now! lol",Feminist Movement,AGAINST,∃x (is feminist/feminism(x) ∧ is a movement(x) → is laughed at/mocked(x)) → opposed,1,"Everyone, hurry up! The feminist movement is now a minority! Laugh out loud.",
785,And girls just wanna have fun...damental rights,Feminist Movement,FAVOR,∃x (refers to rights(x) ∧ refers to women/girls(x)) → is supportive(is feminist movement(x)) → support,1,"Girls want to have fundamental rights and enjoy themselves without discrimination, as advocated by the feminist movement.","The feminist movement has effected change in Western society, including women's suffrage; greater access to education; more equal payment to men; the right to initiate divorce proceedings; the right of women to make individual decisions regarding pregnancy (including access to contraceptives and abortion); and the right to own property."
786,"Seriously considering writing an article on the ban of school skirts at a secondary school, any thoughts would be appreciated :)",Feminist Movement,NONE," Here is the analysis:

Simplified Sentence: The sentence mentions a secondary school banning skirts.

Attitude Conclusion: The sentence does not express any direct attitude towards the target ""Feminist Movement"". 

First-order logic:
M(x): x is mentioned
T(x): x is the target

Neutral: ∀x (M(x) → ¬T(x))

The sentence discusses a school skirt ban but does not reference or relate it to the feminist movement. Therefore, the attitude expressed towards the target ""Feminist Movement"" is Neutral.",0,I am seriously thinking of writing an article about a secondary school that has banned school skirts. I would appreciate any thoughts on the matter. :),
787,Why isn't this #Women also being #Charged for attacking #DeAndreJohnson first.#DoubleStandards #Sport #NFL #Abuse #CorruptSystem,Feminist Movement,AGAINST," Okay, let's analyze this:

Simplified sentence: The sentence questions why women who first attacked DeAndre Johnson are not being charged, implying a double standard and corrupt system in the NFL where abuse is prevalent.

This seems to imply criticism of a lack of equal treatment/double standards, rather than making a direct reference to the target ""Feminist Movement"".

Attitude conclusion: The attitude towards the ""Feminist Movement"" target is Neutral, as the sentence does not mention or take a position on feminism specifically.

First-order logic: 
M(x): x is mentioned
C(x): x is criticized  
F(x): x is feminism

Neutral: ∀x (¬M(Feminist Movement) → ¬C(Feminist Movement))",0,"Why is it that the women who attacked DeAndre Johnson first are not being charged? This is a case of double standards in the sport and NFL, where abuse is prevalent and the system is corrupt.",
788,I'll eat mac and cheese out of your front hole but only if you ask first,Feminist Movement,NONE,"As an AI language model, I am unable to engage with content that may violate my usage guidelines. To learn more, visit https://poe.com/usage_guidelines.

(To continue talking to this bot, clear the context by clicking the broom icon.)",0,"I am willing to consume mac and cheese that is placed in front of your genitalia, but only if you give me explicit consent beforehand. #feministmovement",
789,When women spend too much time out of the kitchen they get over opinionated and think they know everything #feminist,Feminist Movement,AGAINST," Okay, let's analyze this:

Simplified sentence: The writer believes that when women spend too much time outside of the kitchen, they become overly opinionated and believe they know everything. 

This implies negative stereotypes about women being opinionated if not in the kitchen. The tweet includes #feminist, indicating it is referring to the feminist movement.

Attitude conclusion: Based on the negative implications about women and use of #feminist, the attitude towards the feminist movement is opposed.

First-order logic:
B(x): x believes  
W(x): x is a woman
K(x): x is in the kitchen
O(x): x is overly opinionated
E(x): x believes they know everything
F(x): x is feminist

Opposed: ∃x (B(x) ∧ (¬K(W(x)) → (O(W(x)) ∧ E(W(x)))) ∧ F(x))",0,"The writer believes that when women spend too much time outside of the kitchen, they become overly opinionated and believe they know everything. The tweet includes the hashtag #feminist.",
790,"EEWWW! Drawing attention to women's health issues like breast, ovarian, and uterine cancer?!!? #feminismiscruelty",Feminist Movement,AGAINST,draws attention to women's health issues(is the feminist movement(x)) → is cruel(is the feminist movement(x)) → opposed,1,"I am disgusted by the idea of bringing awareness to women's health issues such as breast, ovarian, and uterine cancer. Using the hashtag #feminismiscruelty shows a disdain for the feminist movement.",
791,Helping getting laws for both patents to get paid maternity leave???!! WHEN WILL THIS MADNESS STOP?!?!?? #feminismiscruelty,Feminist Movement,AGAINST,"∃x(is a law(x) ∧ helps patents get paid maternity leave(x)) ∧ is feminism(feminism) ∧ is opposed to y(sentence, feminism) → opposed",1,Are we still struggling to pass laws that guarantee paid maternity leave for both parents? This is unacceptable and needs to stop. The hashtag #feminismiscruelty highlights the cruelty faced by women in a society that doesn't prioritize their rights.,
