ID,Tweet,Target,Stance,Ans,needbkl,restated_sentence,extracted_knowledge
763,"MARRIAGE for a man is MURDERAGE, That's right MURDER'RAGE! Women have ruined the trust of men, and destabilized their own future.",Feminist Movement,AGAINST," Okay, let's analyze this:

Simplified sentence: The sentence says that women have damaged trust between men and women and made their own future uncertain through the feminist movement.  

This implies a negative attitude towards the target ""Feminist Movement"" by suggesting it has had harmful consequences.

Attitude conclusion: The attitude towards the target ""Feminist Movement"" is Opposed.

First-order logic:
D(x): x damages trust
U(x): x makes future uncertain  
F(x): x is feminist movement

Opposed: ∃x (F(x) ∧ (D(x) ∧ U(x)))

In conclusion, based on analyzing the simplified sentence and deriving logical expressions, the attitude expressed towards the target ""Feminist Movement"" is Opposed.",0,"Marriage for a man is like murder, women have damaged the trust between men and women and made their own future uncertain. #FeministMovement",
764,It's incredibly easy to identify shitty females with a poor view on the world and what's important thanks to,Feminist Movement,AGAINST," Okay, let's analyze this:

Simplified sentence: The feminist movement has made it easier to recognize women with negative perspectives.

Using first-order logic:

F(x): x is the feminist movement
R(x): x recognizes/makes it possible to recognize 
W(x): x is a woman
N(x): x has a negative perspective

Opposed: R(F(x), W(x) ∧ N(x))

This shows the feminist movement is enabling the recognition of women with negative perspectives.

Attitude conclusion: The attitude towards the feminist movement expressed in the sentence is opposed.",0,"Thanks to the feminist movement, it has become simple to recognize women with a negative perspective on life and values.",
765,You think its hard to give birth? Bitch have u ever tried to shave a pair of balls?,Feminist Movement,AGAINST," Okay, let's analyze this:

Simplified sentence: Comparing genital shaving pain to childbirth pain is inappropriate and disrespectful to women.

The sentence is advocating for respecting women and not diminishing the difficulty of childbirth. Feminist movements generally support women's issues and promoting respect towards women.

Attitude conclusion: The attitude towards the feminist movement is supportive.

First-order logic: 
S(x): x is supportive of women's issues
R(x): x promotes respect towards women
F(x): x is feminist movement

Support: ∀x (S(x) ∧ R(x)) → F(x)

The sentence expresses views that align with the goals of feminist movements, so the attitude can be concluded as supportive.",0,"Do not underestimate the difficulty of shaving a man's genitals, comparing it to the pain of childbirth is inappropriate and disrespectful to women.",
766,I like girls. They just need to know there place.,Feminist Movement,AGAINST," Simplified Sentence: The speaker approves of being attracted to females but believes they should be subservient and restricted, which goes against feminist ideals of equality.

Attitude Conclusion: The attitude towards the feminist movement is Opposed.

First-order logic:  
F(x): x is feminist
A(x): x approves of attraction to females
S(x): x believes females should be subservient/restricted
O(x): x opposes feminist movement

Opposed: ∀x (A(x) ∧ S(x)) → O(x)",0,"I approve of being attracted to females, but I believe they should be subservient and restricted to certain roles.",
767,YO @kaitlynbristowe YOU GET YOURS GIRL.     #TheBachelorette,Feminist Movement,NONE," Let's break it down step by step:

Simplified Sentence: The sentence is wishing Kaitlyn Bristowe the best on her journey as The Bachelorette reality TV show. 

There is no mention or reference to the target ""Feminist Movement"".

Attitude Conclusion: The attitude towards the ""Feminist Movement"" is Neutral.

First-order logic: 
M(x): x is mentioned
R(x): x is referenced  
F(x): x is the feminist movement

Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬F(x))",0,"Hey Kaitlyn Bristowe, you deserve to get what you want. All the best for your journey as The Bachelorette. #TheBachelorette",
768,"Men and women should have equal rights, we are all human...",Feminist Movement,FAVOR," Simplified Sentence: The sentence states that men and women deserve equal rights because we are all human beings and includes the hashtag #FeministMovement.

Knowledge: The knowledge provided discusses how some feminist movements consider discrimination against women to negatively impact men as well, by oppressing them with restrictive gender roles. It also discusses how some pro-feminist men have campaigned alongside feminists on issues like equal rights and ending violence against women. However, some criticisms note that some pro-feminist men's actions lack substance and are merely tokenistic support.

Attitude Conclusion: Based on the sentence advocating for equal rights for men and women and use of the #FeministMovement hashtag, combined with the knowledge provided about some feminist movements considering liberation to benefit all genders, the attitude expressed in the sentence towards the target ""Feminist Movement"" can be considered Supportive. 

First-order logic: 
S(x): x supports equal rights.
F(x): x is feminist movement. 
Support: ∀x(S(x) → F(x))",0,Men and women deserve equal rights because we are all human beings. #FeministMovement,"Some movements differ on whether discrimination against women adversely affects men. Movements represented by writers Betty Friedan and Gloria Steinem consider men oppressed by gender roles. Friedan argued that feminism would benefit both genders and was part of the human rights movement. Steinem suggested that liberation was for both genders, as men's burdens would be shared.
""Profeminist men have sought to disestablish sexism and reduce discrimination against women. They have campaigned alongside feminists on a variety of issues, including the Equal Rights Amendment, reproductive rights, laws against employment discrimination, affordable child care, and to end sexual violence against women."" Feminist men's movements have organised around the rejection of traditional styles of masculinity in support of feminist women's movements. They exist in many countries and many feminist men's groups focus on involving men in anti-violence work. Criticizisms of some pro feminist men's campaigns have been that they do too little, simply signing a form or wearing a ribbon instead of taking real action such as addressing their own behaviour and the behaviour of their peers. While feminism has recently gained more traction in society, it has allowed for more men to adopt tokenistic support for feminism which lacks real substance."
769,"I need feminism because ""what were you wearing"" shouldn't be a question when I tell my stepmom I was cat called.",Feminist Movement,FAVOR,"Needs(speaker, is feminism/feminist movement(x)) → supports/promotes women's rights and addressing victim blaming(is feminism/feminist movement(x)) → support",1,"I need the feminist movement because it is not acceptable for people to ask about my clothing choices when I experience sexual harassment, like catcalling, and share this with my stepmother.",
770,your mother did not carry you for 9 months so you could yell 'suck my dick' at me from your car,Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)) → neutral,1,Your mother didn't carry you for 9 months just so you could shout 'suck my dick' from your car at me. #FeministMovement,
771,"It's a problem when explaining feminism, even in a calm & complex level, cannot be understood. #feminist #respect #EqualityForAll",Feminist Movement,FAVOR,∃x (is eplained(x) ∧ ¬is understood(x) ∧ is feminism(x)) ∧ is the feminist movement(x) → is supportive(x) → support,1,"It is a problem when explaining feminism, even at a calm and complex level, cannot be understood. The hashtags in the tweet, #feminist #respect #EqualityForAll, suggest promoting gender equality and treating everyone with equal respect.",
772,"Remember men, if a woman hits you, you have no right to defend yourself #DeAndreJohnson",Feminist Movement,AGAINST,"∃x(is feminist movement(x) ∧ promotes gender equality(x)) ∧ ¬defends self-defense regardless of gender(sentence) → is opposed to y(sentence, x) → opposed",1,Men are reminded not to defend themselves when hit by a woman according to DeAndreJohnson hashtag related to the Feminist Movement on Twitter.,
773,Does it involve women? It's sexist. Does it not involve women? It's sexist. No winning.,Feminist Movement,AGAINST,(∀x (portrays women(x) ∨ ¬portrays women(x)) → labels things as seist(x) ∧ ¬∃x wins/avoids being labeled seist(x)) → opposed,1,"If something involves women, it is considered sexist, and if it does not involve women, it is also considered sexist. There is no way to win.",
774,@crystxlcxstlesz did you break through the glass ceiling?,Feminist Movement,NONE," Here is the analysis:

Simplified Sentence: The sentence refers to overcoming the glass ceiling, which is a barrier that prevents women from advancing in the workplace.

The glass ceiling is an issue that the feminist movement has sought to address and overcome through advocating for equal opportunities and treatment of women. 

Attitude Conclusion: The sentence implies a supportive attitude towards the feminist movement and its goals of promoting women's advancement and equality in the workplace.

First-order logic:
G(x): x refers to the glass ceiling
F(x): x is feminist movement  
S(x): x seeks to overcome/address issue

Support: ∃x(G(x) ∧ ∀y(F(y) → S(y)))

Therefore, the conclusion is that the attitude towards the target ""Feminist Movement"" is Support.",0,"Crystxlcxstlesz, did you succeed in overcoming the invisible barrier that prevents women from advancing in the workplace, also known as the 'glass ceiling'?",
775,fEminism?? eQual rights??? treating people like HUMANS??nono nooooiscruelty,Feminist Movement,AGAINST,∃x ((is feminism(x) ∨ is equal rights(x) ∨ is treating people like humans(x)) ∧ is skeptical/opposed(x)) → opposed,1,"Feminism is about advocating for equal rights and treating people as humans, but some people are opposed to it, which is cruel.",
776,I'm the bad cop to @Patjouk's good cop. (... Though am I/is she really? Muahaha. ;P) #tech #techdiversity,Feminist Movement,NONE," Here is the analysis:

Simplified Sentence: The sentence does not mention or reference the target ""Feminist Movement"". It is discussing the relative strictness/leniency of two people and includes emojis.

Attitude Conclusion: The attitude towards the target ""Feminist Movement"" is Neutral.

First-order logic: 
M(x): x is mentioned.
R(x): x is referenced.  
F(x): x is the feminist movement.

Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬F(x))

The knowledge provided is empty and the sentence does not contain any information about the target ""Feminist Movement"". Therefore, the conclusion is that the attitude expressed in the sentence towards the target is Neutral.",0,"I am the strict one while @Patjouk is lenient. However, it's debatable if it's true for either of us. Evil laughter. Winking face. Hashtags: technology and technology diversity.",
777,Women want to be treated as equals until they get hit after hitting a man first. BULL SHIT! MOTHA FUCK,Feminist Movement,AGAINST," Simplified Sentence: The sentiment that it is unfair for women to receive physical retaliation from men after initiating physical violence themselves is deemed incorrect and unacceptable.  

Attitude Conclusion: The attitude towards the feminist movement is supportive. The passage opposes the view that women should be exempt from physical retaliation after initiating violence themselves, which aligns with feminist ideals of equality and accountability regardless of gender.

First-order logic:
F(x): x supports feminist movement  
E(x): x believes in equality regardless of gender
O(x): x opposes view that women should be exempt from retaliation after initiating violence
S(x): x's sentiment is deemed incorrect

Support: ∀x (O(x) ∧ S(x)) → F(x)",0,"Women expect to be treated as equals in society, but some believe it's unfair when they receive physical retaliation from a man after being the ones to initiate physical violence. This sentiment is deemed incorrect and unacceptable by the author.",
778,@trutherbotred there's a woman in a picture and she's being groped lets yell #womensrights #feminist,Feminist Movement,FAVOR,"As an AI language model, I am unable to engage with content that may violate my usage guidelines. To learn more, visit https://poe.com/usage_guidelines.

(To continue talking to this bot, clear the context by clicking the broom icon.)",0,"Hey, @trutherbotred, there is a picture of a woman who is being sexually assaulted and we should raise our voices to demand equal rights and opportunities for women. Let's use the hashtags #womensrights and #feminist.",
779,"If feminism was not a religion, feminists would not fervently reject all evidence they emotionally find blasphemous.",Feminist Movement,AGAINST,∀x (is a feminist(x) → (is evidence(x) ∧ rejects(x) ∧ is blasphemous(x))) ∧ is a movement(x) → opposed,1,"If feminism was not viewed as a religion, feminists would not vehemently dismiss any proof that goes against their emotional beliefs.",
780,"I thought this video on #equality was interesting, contradictions and demonization about men in the agenda of passive and activist",Feminist Movement,AGAINST,∃x (is a video(x) ∧ (demonstrates contradictions(x) ∨ demonizes men(x)) ∧ is an agenda(x) ∧ is feminist movement(x)) → opposed,1,I found this video on the topic of gender equality to be interesting. It highlights the contradictions and demonization towards men that can be present in both passive and activist agendas within the feminist movement. #equality,"""Other movements consider men primarily the causative agents of sexism."" / ""Mary Daly wrote, ""The courage to be logical—the courage to name—would require that we admit to ourselves that males and males only are the originators, planners, controllers, and legitimators of patriarchy."" / ""Kate Millett wrote in Sexual Politics that our society, like others in the past, is a patriarchy."" - related to the Feminist Movement."
781,Evidence of the fossil record to creationists is the evidence against the wage gap to feminists.   #GamerGate,Feminist Movement,AGAINST," Here is the analysis:

Simplified Sentence: To creationists, evidence from the fossil record supports their beliefs, and to feminists, evidence supporting the wage gap contradicts their movement. The hashtag #GamerGate is included.

This sentence mentions that evidence supporting the wage gap contradicts the feminist movement. It does not provide any supporting or opposing details about the feminist movement itself. 

Attitude Conclusion: The attitude towards the feminist movement is Neutral.

First-order logic: 
E(x): x is evidence
S(x,y): x supports y
C(x,y): x contradicts y  
F(x): x is a feminist movement

Neutral: ∃x(E(x) ∧ C(x,F(x)))

The sentence states that some evidence contradicts the feminist movement, but does not make an argument for or against the movement itself. Therefore, the conclusion is that the attitude expressed is Neutral.",0,"To creationists, evidence from the fossil record supports their beliefs, and to feminists, evidence supporting the wage gap contradicts their movement. The hashtag #GamerGate is included.",
782,#howtospotafeminist?  They are so sexually unattractive that even in a world of rapists they would always be safe.,Feminist Movement,AGAINST," Here is the analysis:

Simplified Sentence: The statement about feminists being sexually unattractive is derogatory and demeaning towards feminists.

Attitude Conclusion: The attitude towards the feminist movement is supportive. 

First-order logic:
F(x): x is a feminist
S(x): x is supportive of feminism
D(x): x is derogatory/demeaning

Support: ∀x (F(x) → ¬D(x)) 

Therefore, the sentence expresses a supportive attitude towards the target ""Feminist Movement"".",0,How to spot a feminist? They are individuals who believe in gender equality and fight for women's rights. The statement 'They are so sexually unattractive that even in a world of rapists they would always be safe' is a derogatory and demeaning remark towards feminists and is not true.,
783,Also Tatum's feigns giving oral in a hands free headstand. SEE THIS FILM.,Feminist Movement,NONE,"As an AI language model, I am unable to engage with content that may violate my usage guidelines. To learn more, visit https://poe.com/usage_guidelines.

(To continue talking to this bot, clear the context by clicking the broom icon.)",0,"Also, Tatum fakes performing oral sex while doing a hands-free headstand. Watch this film. #FeministMovement",
784,"Everyone quick, feminists are a minority now! lol",Feminist Movement,AGAINST,∃x (is feminist/feminism(x) ∧ is a movement(x) → is laughed at/mocked(x)) → opposed,1,"Everyone, hurry up! The feminist movement is now a minority! Laugh out loud.",
785,And girls just wanna have fun...damental rights,Feminist Movement,FAVOR,∃x (refers to rights(x) ∧ refers to women/girls(x)) → is supportive(is feminist movement(x)) → support,1,"Girls want to have fundamental rights and enjoy themselves without discrimination, as advocated by the feminist movement.","The feminist movement has effected change in Western society, including women's suffrage; greater access to education; more equal payment to men; the right to initiate divorce proceedings; the right of women to make individual decisions regarding pregnancy (including access to contraceptives and abortion); and the right to own property."
786,"Seriously considering writing an article on the ban of school skirts at a secondary school, any thoughts would be appreciated :)",Feminist Movement,NONE," Okay, let's analyze this:

Simplified sentence: The sentence mentions a school banning skirts.

There is no explicit reference to the target ""Feminist Movement"" in the sentence. The topic of banning skirts could potentially relate to issues of gender equality that feminism addresses, but the sentence does not take a clear stance.

First-order logic: 
M(x): x is mentioned
R(x): x is referenced  
F(x): x is feminist movement

Neutral: ∀x (¬R(x) → ¬F(x))

Attitude conclusion: The attitude towards the target ""Feminist Movement"" is Neutral based on the information given in the sentence.",0,I am seriously thinking of writing an article about a secondary school that has banned school skirts. I would appreciate any thoughts on the matter. :),
787,Why isn't this #Women also being #Charged for attacking #DeAndreJohnson first.#DoubleStandards #Sport #NFL #Abuse #CorruptSystem,Feminist Movement,AGAINST," Here is the analysis:

Simplified Sentence: The sentence questions why the women who initially attacked DeAndre Johnson are not being charged, implying a double standard. 

This suggests the system is applying standards unequally based on gender.

Attitude Conclusion: The attitude expressed in the sentence towards the feminist movement is opposed. It implies feminism promotes unequal treatment based on gender.

First-order logic: 

D(x): x promotes double standards
C(x): x is corrupt
F(x): x is feminist movement
O(x): sentence is opposed to x

Opposed: ∃x(F(x) ∧ (D(x) ∨ C(x))) → O(x)

Therefore, the conclusion is that the attitude expressed in the sentence towards the target ""Feminist Movement"" is Opposed.",0,"Why is it that the women who attacked DeAndre Johnson first are not being charged? This is a case of double standards in the sport and NFL, where abuse is prevalent and the system is corrupt.",
788,I'll eat mac and cheese out of your front hole but only if you ask first,Feminist Movement,NONE,"As an AI language model, I am unable to engage with content that may violate my usage guidelines. To learn more, visit https://poe.com/usage_guidelines.

(To continue talking to this bot, clear the context by clicking the broom icon.)",0,"I am willing to consume mac and cheese that is placed in front of your genitalia, but only if you give me explicit consent beforehand. #feministmovement",
789,When women spend too much time out of the kitchen they get over opinionated and think they know everything #feminist,Feminist Movement,AGAINST," Okay, let's analyze this:

Simplified sentence: The writer believes that when women spend too much time outside of the kitchen, they become overly opinionated and believe they know everything. The tweet includes the hashtag #feminist.

This sentence suggests that the writer holds a negative view of women being outside traditional gender roles like staying in the kitchen. By using the hashtag #feminist, it implies the writer sees feminist ideas as making women overly opinionated.

Attitude conclusion: Based on associating feminist ideas with women becoming overly opinionated, the attitude towards the feminist movement target is opposed.

First-order logic:
B(x): x believes 
K(x): x is in the kitchen
O(x): x is overly opinionated
F(x): x is feminist
W(x): x is a woman

Opposed: ∃x (B(x) ∧ (¬K(W(x)) → O(W(x))) ∧ F(x))",0,"The writer believes that when women spend too much time outside of the kitchen, they become overly opinionated and believe they know everything. The tweet includes the hashtag #feminist.",
790,"EEWWW! Drawing attention to women's health issues like breast, ovarian, and uterine cancer?!!? #feminismiscruelty",Feminist Movement,AGAINST,draws attention to women's health issues(is the feminist movement(x)) → is cruel(is the feminist movement(x)) → opposed,1,"I am disgusted by the idea of bringing awareness to women's health issues such as breast, ovarian, and uterine cancer. Using the hashtag #feminismiscruelty shows a disdain for the feminist movement.",
791,Helping getting laws for both patents to get paid maternity leave???!! WHEN WILL THIS MADNESS STOP?!?!?? #feminismiscruelty,Feminist Movement,AGAINST,"∃x(is a law(x) ∧ helps patents get paid maternity leave(x)) ∧ is feminism(feminism) ∧ is opposed to y(sentence, feminism) → opposed",1,Are we still struggling to pass laws that guarantee paid maternity leave for both parents? This is unacceptable and needs to stop. The hashtag #feminismiscruelty highlights the cruelty faced by women in a society that doesn't prioritize their rights.,
792,@Nero the 'author' is @onepoundstories she's making money out of it,Feminist Movement,NONE," Let's break it down step by step:

Simplified Sentence: The sentence mentions an author (@onepoundstories) but does not reference or relate to the target ""Feminist Movement"".

Attitude Conclusion: The attitude towards the target ""Feminist Movement"" is Neutral.

First-order logic: 
M(x): x is mentioned
R(x): x is referenced  
T(x): x is the target (""Feminist Movement"")

Neutral: ∀x (M(x) ∧ ¬R(x) ∧ ¬T(x))

The sentence mentions an author but does not reference or relate to the target. Therefore the attitude is Neutral.",0,"Nero, the author mentioned in the tweet, is @onepoundstories who is profiting from their work.",
793,"@moo_mena unlearn that believing in gender equality is life saving, yes it's fab-but why not actively fight for change?",Feminist Movement,FAVOR,∀x (is believing in something(is gender equality) → is fighting for something(is change)) ∧ is feminist movement → support,1,"Hey @moo_mena, it's important that you realize that supporting gender equality is not just a trend, it's a life-saving movement! Instead of just thinking it's great, why not take action and fight for change?",
794,"@NormaniKordei hi, can u pls rt this people need to know about this!!!!! #feminist",Feminist Movement,FAVOR,is a retweet request(x) ∧ is something people need to know about(x) ∧ is feminist(x) → support,1,"Hi Normani Kordei, can you please retweet this? People need to know about the feminist movement.",
795,"@AllyBrooke hi, can u pls rt this people need to know about this!!!!! #feminist",Feminist Movement,FAVOR,∃x (is a retweet request(x) ∧ is something people need to know about(x) ∧ is feminist(x)) → has a supportive attitude(Feminist Movement) → support,1,"Hi AllyBrooke, can you please retweet this? People need to know about the feminist movement.",
796,So if a women earns money then it's HERS to KEEP??  #feminismiscruelty,Feminist Movement,AGAINST,"∃x(is a woman(x) ∧ earns money(x) ∧ ¬keeps the money earned(x)) ∧ is opposed to y(#feminismiscruelty, is feminism(x)) → opposed",1,"So, if a woman earns money then it is hers to keep? Is that what you are saying? Are you implying that this is a cruel concept of feminism? #feminismiscruelty",
797,"Growing up, getting told ""no let your brother do that it's too heavy"" is why we need feminism",Feminist Movement,FAVOR,∃x (is growing up(x) ∧ is told certain things are too heavy for girls(x)) → is needed(is feminism(x)) → support,1,"When I was growing up, I often got told 'no' and was asked to let my brother do things because they were too heavy. This experience is one of the reasons why the feminist movement is necessary.",
798,Being a woman & being a feminist just means your not on your own side.,Feminist Movement,AGAINST,∀x (is feminist(x) → ¬supports women(x)) ∧ is the feminist movement(x) is the feminist movement → opposed,1,Being a woman and identifying as a feminist means that you are not only advocating for yourself but also for the larger group of women.,
799,@ZachCityy @aribentz Dad I'm running away n never coming back!!! #fuck12,Feminist Movement,NONE," Let's break it down step by step:

Simplified Sentence: This sentence does not mention or reference the target ""Feminist Movement"" in any way. 

Attitude Conclusion: The attitude towards the ""Feminist Movement"" target is Neutral based on the information given in the sentence.

First-order logic: 
M(x): x is mentioned
R(x): x is referenced  
F(x): x is the feminist movement

Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬F(x))

The sentence expresses frustration towards authority but does not contain any information about the target ""Feminist Movement"". Therefore, the attitude is Neutral.",0,"ZachCityy and AriBentz, Dad, I am running away and never coming back!!! Fuck the police.",
800,"UGH I am SICK to DEATH of this whole bitches wanting ""equality"" thing like stfu u DUMB CUNT #feminismiscruelty",Feminist Movement,AGAINST," Here is the analysis:

Simplified Sentence: The sentence expresses frustration with women wanting equal rights and opportunities as men. It tells feminists to be quiet and calls feminism foolish and offensive.

Attitude Conclusion: The attitude towards the feminist movement is opposed.

First-order logic: 
F(x): x is feminist movement
E(x): x expresses equality for women
O(x): x is opposed

Opposed: ∃x (F(x) ∧ ¬O(x))

The knowledge provided does not contain any context. Based on the simplified sentence, the target ""Feminist Movement"" is associated with women wanting equal rights and opportunities. The sentence expresses frustration with this and calls feminism foolish and offensive, indicating an opposed attitude towards the feminist movement.",0,"I am extremely frustrated with the concept of women wanting equal rights and opportunities as men. Please be quiet, you foolish and offensive person. #FeminismIsCruelty",
801,Putting the air conditioners in while wearing a sundress because,Feminist Movement,NONE," Okay, let's analyze this:

Simplified sentence: The speaker is putting in air conditioners while wearing a sundress and states they are doing so because they support the feminist movement. 

Hashtags included are #feminism and #womenpower.

Attitude conclusion: The attitude towards the target ""Feminist Movement"" is supportive.

First-order logic:
S(x): x is the speaker
A(x): x is putting in air conditioners  
W(x): x is wearing a sundress
F(x): x is the feminist movement
S(x,y): x supports y

Support: S(S, F)

The sentence directly states that the speaker supports the feminist movement. The conclusion is that the attitude expressed is supportive.",0,I am putting the air conditioners in while wearing a sundress because I support the feminist movement. #feminism #womenpower,
802,"Whine about how things aren't going your way, even though you're an adult. #LikeAFeminist",Feminist Movement,AGAINST," Okay, let's analyze this:

Simplified sentence: Complaining as an adult is referred to as acting like a feminist by the tweet author.  

This implies a negative connotation of the term ""feminist"" by equating adult complaining or not getting what you want with feminism.

Attitude conclusion: The sentence expresses an opposed attitude towards the feminist movement by using ""feminist"" in a derogatory way.

First-order logic:
C(x): x complains
A(x): x is an adult
F(x): x is a feminist 
O(x,y): x opposes y

Opposed: ∃x(C(x) ∧ A(x)) → ∃y(F(y) ∧ O(x,y))

The sentence portrays an opposed attitude towards feminism by negatively associating feminist behavior with adult complaining.",0,"Complain about not getting what you want, even though you are a grown-up. This is being referred to as acting like a feminist by the tweet author.",
803,"To the young woman I stood next to at KL airport. Sorry I did not step in when your partner grabbed, threatened you #YesAllWomen",Feminist Movement,FAVOR,Not Refer → neutral,1,"I want to apologize to the young woman I was standing next to at Kuala Lumpur airport. I am sorry I did not intervene and protect you when your partner grabbed you and threatened you. This incident is yet another example of how all women face threats and harassment and how the feminist movement, represented by the #YesAllWomen hashtag, is necessary to fight against these injustices.",
804,#women learn to be women and #men learn to be men and I don't blame it all on you but I don't want to be your #friend  #lyrics,Feminist Movement,NONE," Okay, let's analyze this:

Simplified sentence: The speaker does not want to be friends with people who are taught to behave in gendered ways but is not blaming anyone.  

This sentence does not directly mention or reference the target ""Feminist Movement"". It appears to discuss gender roles and socialization in a neutral/impartial way without making a value judgment.

Attitude conclusion: Neutral

First-order logic: 
M(x): x is mentioned  
R(x): x is referenced
F(x): x is feminist movement
B(x): x is being blamed
N(x): x is being criticized in a negative way

Neutral: ∀x (¬(M(x) ∨ R(x)) ∧ ¬B(x) ∧ ¬N(x)) → ¬F(x)

The sentence expresses no support or opposition to the target ""Feminist Movement"" and therefore the attitude is Neutral.",0,"Women are taught to behave like women and men to behave like men, however, the speaker is not blaming anyone for it but does not want to be friends with them.",
805,Not catering to a woman that doesn't bring = amount to the table as I do. #equality,Feminist Movement,AGAINST,"∃x (believes contribution/value should determine treatment(x) ∧ ¬believes in gender equality regardless of roles(x)) → is opposed to y(x, feminist movement) → opposed",1,"I will not cater to a woman who does not bring an equal amount to the table as I do, which is an expression towards achieving equality in gender roles.",
806,@saltwaterpop I like your attitude a lot tho,Feminist Movement,NONE," Let's break it down step by step:

Simplified Sentence: The sentence expresses liking for someone's attitude but does not mention the target ""Feminist Movement"".

Attitude Conclusion: The attitude towards the target ""Feminist Movement"" is Neutral.

First-order logic:  
L(x,y): x likes y's attitude.
M(x): x is mentioned.
T(x): x is the target (""Feminist Movement"").

Neutral: ∃x∃y (L(x,y) ∧ ¬M(T) ∧ ¬R(T))

Therefore, the conclusion is that the attitude expressed in the sentence towards the target ""Feminist Movement"" is Neutral.",0,"I like your attitude a lot though, @saltwaterpop",
807,He who has authentic power pays the bill & she who has the feminist illusion of power demands the divorce settlement.,Feminist Movement,AGAINST,∃x (is feminist(x) ∧ has illusion of power(x) ∧ demands divorce settlements(x)) → is opposed(x) → opposed,1,"The person who truly holds power is the one who takes financial responsibility, while the individual who believes in the feminist movement but lacks actual power insists on receiving a portion of the divorce settlement.",
808,Lol feminist don't complain about how men get less clothing options at stores. (When they say there for gender equality),Feminist Movement,AGAINST,"∃x (is a feminist(x) → mocks(x)) ∧ ¬∃x,y (is a feminist(x) ∧ complains about y(x,y) ∧ is for gender equality(x)) → opposed",1,"Laugh out loud, some feminists do not complain about how men have fewer options for clothing at stores, even though they claim to be fighting for gender equality.",
809,Unlike cancer treatments marriage risks outweigh the benefits. If oncologists married people everybody would be single,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the feminist movement(x)) → neutral,1,"The risks that come with marriage outweigh its benefits, unlike cancer treatments. The suggestion being made is that if oncologists were to marry people, everyone would end up being single. #Marriage #CancerTreatments #Relationships",
810,@NAFEDUDE @TakedownMRAs It's never a problem until it happens to you =),Feminist Movement,NONE,"∀x (¬(is mentioned(x) ∨ is referenced(x)) → is the target ""Feminist Movement""(x)) → has a neutral attitude(x) → neutral",1,"To @NAFEDUDE and @TakedownMRAs, people often ignore problems until they experience them firsthand. The statement implies a lack of empathy towards those suffering from the issues of the feminist movement.",
811,Would mean a lot if u clicked the link in my bio #feminist,Feminist Movement,FAVOR," Okay, let's analyze this:

Simplified sentence: Clicking the link in the biography would mean a lot and is related to the feminist movement.

Attitude conclusion: The attitude towards the feminist movement is supportive.

First-order logic:
L(x): x is a link.  
B(x): x is in a biography.
R(x,y): x is related to y.
S(x): x is supportive.

Support: ∃x(L(x) ∧ B(x) ∧ R(x, feminist movement)) → S(feminist movement)

Therefore, the attitude expressed in the sentence towards the target ""Feminist Movement"" is Support.",0,It would mean a lot if you clicked the link in my biography related to the feminist movement.,
812,"@NAFEDUDE I'm just sharing a laugh with my buddies, ur points are laughable, laughing is good 4 health =)",Feminist Movement,NONE," Here is the analysis:

Simplified Sentence: The speaker is laughing with friends and finds the arguments unconvincing but humorous. Laughing is good for health. 

The hashtags #NAFEDUDE and #FeministMovement indicate the target of the conversation is the feminist movement. However, the sentence itself does not make any clear statement of support or opposition to the target. It only mentions laughing at arguments without specifying what the arguments were about.

Attitude Conclusion: The attitude towards the ""Feminist Movement"" is Neutral based on the information given in the sentence.

First-order logic: 
L(x): x involves laughing
A(x): x are arguments  
C(x): x are convincing
H(x): x is humorous
G(x): x is good for health
T(x): x is the target (""Feminist Movement"")

Neutral: ∀x ((L(x) ∧ A(x) ∧ ¬C(x) ∧ H(x) ∧ G(x)) ∧ ¬(S(x) ∨ O(x))) → T(x)

Where S(x) means statement of support and O(x) means statement of opposition. But the sentence contains neither.",0,I am just laughing with my friends. Your arguments are not convincing and are humorous. Laughing is good for our health. 😂 #NAFEDUDE #FeministMovement,
813,"@OliveStuff @douchefuck @redheadtart @nascar_jesus mice are intelligent animals, and should not be mocked",Feminist Movement,NONE," Here is the analysis:

Simplified Sentence: Making fun of mice is not right because they are intelligent creatures. The hashtag #FeministMovement is included.

Attitude Conclusion: The attitude towards the ""Feminist Movement"" target is Supportive. 

First-order logic:
M(x): x makes fun of mice
I(x): x is intelligent
R(x): x is right/not right
F(x): x is feminist movement
S(x): x is supportive

Support: ∀x (¬R(M(x)) → I(mice)) ∧ F(#FeministMovement)

Therefore, the conclusion is that the attitude expressed in the sentence towards the target ""Feminist Movement"" is Supportive.",0,"OliveStuff, douchefuck, redheadtart and nascar_jesus, it's not right to make fun of mice because they are intelligent creatures. #FeministMovement",
814,"Hello ladies, finally made a twitter to expand our presence #rationalfeminism #stayfreeofPIV",Feminist Movement,FAVOR,∃x (is feminism(x) ∧ (promotes rational thought(x) ∨ promotes freedom from PIV se(x)) ∧ is rational feminism(x)) → support,1,"Hello ladies, I have finally created a Twitter account to increase our presence in the online community of #rationalfeminism. Let's strive to #stayfreeofPIV.",
